Designator,Value,Comment,Footprint,Description,Quantity,LibRef,DigikeyPN,Library Reference,LoadCapacitance,Model:Footprint,PartNumber,Pins,ScrewSize,VisibleNetName
"R500","49.9","0805","RES_0805","Resistor","1","Res1","311-49.9CRCT-ND","Res1","","","","2","",""
"R110","49.9","0805","RES_0805","Resistor","1","Res1","311-49.9CRCT-ND","Res1","","","","2","",""
"R207","54.9k","0805","RES_0805","Resistor","1","Res1","311-54.9KCRCT-ND","Res1","","","","2","",""
"R200","80m","1206","RES_1206","Resistor","1","Res1","WSLC-.08CT-ND","Res1","","","","2","",""
"R710","100","0805","RES_0805","Resistor","1","Res1","311-100CRCT-ND","Res1","","","","2","",""
"R709","100","0805","RES_0805","Resistor","1","Res1","311-100CRCT-ND","Res1","","","","2","",""
"R705","100","0805","RES_0805","Resistor","1","Res1","311-100CRCT-ND","Res1","","","","2","",""
"R704","100","0805","RES_0805","Resistor","1","Res1","311-100CRCT-ND","Res1","","","","2","",""
"R105","100","0805","RES_0805","Resistor","1","Res1","311-100CRCT-ND","Res1","","","","2","",""
"R104","100","0805","RES_0805","Resistor","1","Res1","311-100CRCT-ND","Res1","","","","2","",""
"R102","100","0805","RES_0805","Resistor","1","Res1","311-100CRCT-ND","Res1","","","","2","",""
